,x_eye,y_eye,pupil_radius,iris_radius,file_name
6306,54,39,5.0,15.0,m01_2471_-0.0000_-0.0000
6307,61,40,4.0,15.0,m01_2472_-0.0000_-0.1963
6308,68,39,5.0,15.0,m01_2473_-0.0000_-0.3927
6309,73,39,4.0,13.0,m01_2474_-0.0000_-0.5890
6310,41,46,4.0,14.0,m01_2478_-0.1963_0.3927
6311,47,46,5.0,15.0,m01_2479_-0.1963_0.1963
6312,54,46,4.0,15.0,m01_2480_-0.1963_-0.0000
6313,61,46,5.0,15.0,m01_2481_-0.1963_-0.1963
6314,68,46,5.0,15.0,m01_2482_-0.1963_-0.3927
6315,73,45,5.0,13.0,m01_2483_-0.1963_-0.5890
6316,45,22,4.0,15.0,m01_2523_0.5890_0.3927
6317,71,22,5.0,14.0,m01_2527_0.5890_-0.3927
6318,45,27,4.0,15.0,m01_2532_0.3927_0.3927
6319,51,26,3.0,15.0,m01_2533_0.3927_0.1963
6320,58,26,3.0,16.0,m01_2534_0.3927_-0.0000
6321,65,27,5.0,15.0,m01_2535_0.3927_-0.1963
6322,72,27,6.0,15.0,m01_2536_0.3927_-0.3927
6323,45,33,3.0,15.0,m01_2541_0.1963_0.3927
6324,51,33,3.0,15.0,m01_2542_0.1963_0.1963
6325,58,33,4.0,16.0,m01_2543_0.1963_-0.0000
6326,65,33,6.0,16.0,m01_2544_0.1963_-0.1963
6327,72,33,5.0,15.0,m01_2545_0.1963_-0.3927
6328,45,39,3.0,14.0,m01_2550_-0.0000_0.3927
6329,52,39,4.0,16.0,m01_2551_-0.0000_0.1963
6330,58,39,5.0,15.0,m01_2552_-0.0000_-0.0000
6331,65,39,4.0,15.0,m01_2553_-0.0000_-0.1963
6332,72,39,6.0,15.0,m01_2554_-0.0000_-0.3927
6333,45,46,3.0,14.0,m01_2559_-0.1963_0.3927
6334,51,46,4.0,15.0,m01_2560_-0.1963_0.1963
6335,58,46,5.0,15.0,m01_2561_-0.1963_-0.0000
6336,65,46,6.0,15.0,m01_2562_-0.1963_-0.1963
6337,72,46,5.0,14.0,m01_2563_-0.1963_-0.3927
6338,43,24,1.0,13.0,m01_2603_0.5890_0.5890
6339,49,22,2.0,14.0,m01_2604_0.5890_0.3927
6340,43,29,2.0,13.0,m01_2612_0.3927_0.5890
6341,49,27,4.0,14.0,m01_2613_0.3927_0.3927
6342,55,27,3.0,15.0,m01_2614_0.3927_0.1963
6343,62,27,4.0,16.0,m01_2615_0.3927_-0.0000
6344,69,26,5.0,15.0,m01_2616_0.3927_-0.1963
6345,76,27,6.0,15.0,m01_2617_0.3927_-0.3927
6346,43,34,2.0,13.0,m01_2621_0.1963_0.5890
6347,49,33,3.0,14.0,m01_2622_0.1963_0.3927
6348,55,33,3.0,15.0,m01_2623_0.1963_0.1963
6349,62,33,4.0,16.0,m01_2624_0.1963_-0.0000
6350,69,33,5.0,15.0,m01_2625_0.1963_-0.1963
6351,75,33,4.0,14.0,m01_2626_0.1963_-0.3927
6352,43,39,2.0,13.0,m01_2630_-0.0000_0.5890
6353,49,40,2.0,15.0,m01_2631_-0.0000_0.3927
6354,56,39,4.0,16.0,m01_2632_-0.0000_0.1963
6355,62,40,5.0,15.0,m01_2633_-0.0000_-0.0000
6356,69,39,5.0,15.0,m01_2634_-0.0000_-0.1963
6357,76,39,5.0,15.0,m01_2635_-0.0000_-0.3927
6358,44,45,3.0,14.0,m01_2639_-0.1963_0.5890
6359,49,46,3.0,15.0,m01_2640_-0.1963_0.3927
6360,56,46,4.0,16.0,m01_2641_-0.1963_0.1963
6361,62,46,4.0,15.0,m01_2642_-0.1963_-0.0000
6362,69,46,4.0,15.0,m01_2643_-0.1963_-0.1963
6363,76,46,5.0,14.0,m01_2644_-0.1963_-0.3927
6364,47,24,2.0,13.0,m01_2684_0.5890_0.5890
6365,53,22,4.0,14.0,m01_2685_0.5890_0.3927
6366,47,28,2.0,13.0,m01_2693_0.3927_0.5890
6367,53,27,3.0,14.0,m01_2694_0.3927_0.3927
6368,59,26,3.0,15.0,m01_2695_0.3927_0.1963
6369,66,26,4.0,16.0,m01_2696_0.3927_-0.0000
6370,73,26,5.0,15.0,m01_2697_0.3927_-0.1963
6371,47,34,2.0,13.0,m01_2702_0.1963_0.5890
6372,53,33,3.0,14.0,m01_2703_0.1963_0.3927
6373,59,33,4.0,15.0,m01_2704_0.1963_0.1963
6374,66,33,5.0,15.0,m01_2705_0.1963_-0.0000
6375,73,33,5.0,15.0,m01_2706_0.1963_-0.1963
6376,47,40,2.0,13.0,m01_2711_-0.0000_0.5890
6377,53,40,3.0,15.0,m01_2712_-0.0000_0.3927
6378,59,39,3.0,15.0,m01_2713_-0.0000_0.1963
6379,66,39,5.0,15.0,m01_2714_-0.0000_-0.0000
6380,73,39,6.0,15.0,m01_2715_-0.0000_-0.1963
6381,47,45,3.0,13.0,m01_2720_-0.1963_0.5890
6382,53,46,3.0,15.0,m01_2721_-0.1963_0.3927
6383,60,46,5.0,15.0,m01_2722_-0.1963_0.1963
6384,66,46,4.0,15.0,m01_2723_-0.1963_-0.0000
6385,73,46,4.0,16.0,m01_2724_-0.1963_-0.1963
6386,47,51,2.0,12.0,m01_2729_-0.3927_0.5890
6387,46,26,1.0,10.0,m01_2764_0.5890_0.7854
6388,51,23,1.0,12.0,m01_2765_0.5890_0.5890
6389,57,22,3.0,14.0,m01_2766_0.5890_0.3927
6390,46,30,1.0,10.0,m01_2773_0.3927_0.7854
6391,51,29,2.0,12.0,m01_2774_0.3927_0.5890
6392,57,27,2.0,14.0,m01_2775_0.3927_0.3927
6393,63,26,4.0,15.0,m01_2776_0.3927_0.1963
6394,70,26,5.0,16.0,m01_2777_0.3927_-0.0000
6395,46,34,1.0,10.0,m01_2782_0.1963_0.7854
6396,51,34,2.0,13.0,m01_2783_0.1963_0.5890
6397,57,33,3.0,14.0,m01_2784_0.1963_0.3927
6398,63,32,3.0,15.0,m01_2785_0.1963_0.1963
6399,70,33,5.0,17.0,m01_2786_0.1963_-0.0000
6400,77,32,5.0,16.0,m01_2787_0.1963_-0.1963
6401,46,40,1.0,11.0,m01_2791_-0.0000_0.7854
6402,51,40,3.0,12.0,m01_2792_-0.0000_0.5890
6403,57,39,4.0,15.0,m01_2793_-0.0000_0.3927
6404,63,39,4.0,14.0,m01_2794_-0.0000_0.1963
6405,70,39,5.0,16.0,m01_2795_-0.0000_-0.0000
6406,77,39,5.0,16.0,m01_2796_-0.0000_-0.1963
6407,46,44,1.0,10.0,m01_2800_-0.1963_0.7854
6408,51,45,2.0,12.0,m01_2801_-0.1963_0.5890
6409,57,46,3.0,14.0,m01_2802_-0.1963_0.3927
6410,63,46,4.0,15.0,m01_2803_-0.1963_0.1963
6411,70,46,4.0,16.0,m01_2804_-0.1963_-0.0000
6412,46,49,1.0,10.0,m01_2809_-0.3927_0.7854
6413,51,50,2.0,12.0,m01_2810_-0.3927_0.5890
6414,45,24,4.0,14.0,m01_282_-0.0000_0.3927
6415,51,24,3.0,15.0,m01_283_-0.0000_0.1963
6416,71,26,5.0,11.0,m01_2844_0.7854_-0.7854
6417,47,24,5.0,16.0,m01_2849_0.5890_-0.0000
6418,58,24,4.0,15.0,m01_284_-0.0000_-0.0000
6419,53,24,4.0,15.0,m01_2850_0.5890_-0.1963
6420,60,25,5.0,14.0,m01_2851_0.5890_-0.3927
6421,66,27,5.0,13.0,m01_2852_0.5890_-0.5890
6422,71,30,5.0,11.0,m01_2853_0.5890_-0.7854
6423,40,30,4.0,16.0,m01_2857_0.3927_0.1963
6424,47,30,5.0,16.0,m01_2858_0.3927_-0.0000
6425,54,30,6.0,15.0,m01_2859_0.3927_-0.1963
6426,65,24,5.0,15.0,m01_285_-0.0000_-0.1963
6427,60,31,5.0,14.0,m01_2860_0.3927_-0.3927
6428,66,32,6.0,13.0,m01_2861_0.3927_-0.5890
6429,71,34,5.0,10.0,m01_2862_0.3927_-0.7854
6430,40,36,3.0,16.0,m01_2866_0.1963_0.1963
6431,47,36,5.0,16.0,m01_2867_0.1963_-0.0000
6432,54,36,5.0,15.0,m01_2868_0.1963_-0.1963
6433,60,37,5.0,14.0,m01_2869_0.1963_-0.3927
6434,66,37,5.0,12.0,m01_2870_0.1963_-0.5890
6435,71,39,4.0,10.0,m01_2871_0.1963_-0.7854
6436,47,43,4.0,15.0,m01_2876_-0.0000_-0.0000
6437,53,43,6.0,15.0,m01_2877_-0.0000_-0.1963
6438,60,43,5.0,14.0,m01_2878_-0.0000_-0.3927
6439,66,43,5.0,12.0,m01_2879_-0.0000_-0.5890
6440,71,43,5.0,11.0,m01_2880_-0.0000_-0.7854
6441,53,49,5.0,15.0,m01_2886_-0.1963_-0.1963
6442,60,49,5.0,15.0,m01_2887_-0.1963_-0.3927
6443,65,49,4.0,13.0,m01_2888_-0.1963_-0.5890
6444,71,48,5.0,10.0,m01_2889_-0.1963_-0.7854
6445,45,30,3.0,14.0,m01_291_-0.1963_0.3927
6446,44,24,4.0,16.0,m01_2929_0.5890_0.1963
6447,52,31,5.0,16.0,m01_292_-0.1963_0.1963
6448,50,24,5.0,16.0,m01_2930_0.5890_-0.0000
6449,57,25,5.0,15.0,m01_2931_0.5890_-0.1963
6450,64,26,5.0,15.0,m01_2932_0.5890_-0.3927
6451,69,28,4.0,12.0,m01_2933_0.5890_-0.5890
6452,44,30,5.0,16.0,m01_2938_0.3927_0.1963
6453,51,30,5.0,16.0,m01_2939_0.3927_-0.0000
6454,58,31,3.0,15.0,m01_293_-0.1963_-0.0000
6455,57,30,5.0,15.0,m01_2940_0.3927_-0.1963
6456,64,31,6.0,14.0,m01_2941_0.3927_-0.3927
6457,69,33,4.0,12.0,m01_2942_0.3927_-0.5890
6458,44,36,5.0,16.0,m01_2947_0.1963_0.1963
6459,50,36,5.0,16.0,m01_2948_0.1963_-0.0000
6460,57,37,5.0,14.0,m01_2949_0.1963_-0.1963
6461,65,31,5.0,16.0,m01_294_-0.1963_-0.1963
6462,64,37,6.0,14.0,m01_2950_0.1963_-0.3927
6463,69,38,4.0,13.0,m01_2951_0.1963_-0.5890
6464,44,43,5.0,15.0,m01_2956_-0.0000_0.1963
6465,50,43,4.0,16.0,m01_2957_-0.0000_-0.0000
6466,57,43,5.0,16.0,m01_2958_-0.0000_-0.1963
6467,64,43,5.0,14.0,m01_2959_-0.0000_-0.3927
6468,72,30,5.0,15.0,m01_295_-0.1963_-0.3927
6469,69,43,5.0,12.0,m01_2960_-0.0000_-0.5890
6470,50,50,5.0,16.0,m01_2966_-0.1963_-0.0000
6471,57,50,4.0,15.0,m01_2967_-0.1963_-0.1963
6472,63,50,5.0,14.0,m01_2968_-0.1963_-0.3927
6473,70,49,5.0,12.0,m01_2969_-0.1963_-0.5890
6474,41,26,3.0,15.0,m01_3009_0.5890_0.3927
6475,45,36,4.0,14.0,m01_300_-0.3927_0.3927
6476,48,25,4.0,16.0,m01_3010_0.5890_0.1963
6477,54,25,5.0,16.0,m01_3011_0.5890_-0.0000
6478,61,25,5.0,15.0,m01_3012_0.5890_-0.1963
6479,68,26,6.0,15.0,m01_3013_0.5890_-0.3927
6480,73,28,5.0,13.0,m01_3014_0.5890_-0.5890
6481,41,31,3.0,15.0,m01_3018_0.3927_0.3927
6482,48,31,4.0,17.0,m01_3019_0.3927_0.1963
6483,51,37,3.0,15.0,m01_301_-0.3927_0.1963
6484,54,30,4.0,15.0,m01_3020_0.3927_-0.0000
6485,61,30,4.0,15.0,m01_3021_0.3927_-0.1963
6486,68,31,5.0,14.0,m01_3022_0.3927_-0.3927
6487,73,32,5.0,12.0,m01_3023_0.3927_-0.5890
6488,41,37,3.0,14.0,m01_3027_0.1963_0.3927
6489,47,37,3.0,15.0,m01_3028_0.1963_0.1963
6490,54,37,4.0,15.0,m01_3029_0.1963_-0.0000
6491,58,37,4.0,16.0,m01_302_-0.3927_-0.0000
6492,61,37,5.0,14.0,m01_3030_0.1963_-0.1963
6493,68,37,5.0,15.0,m01_3031_0.1963_-0.3927
6494,73,38,5.0,12.0,m01_3032_0.1963_-0.5890
6495,41,43,4.0,14.0,m01_3036_-0.0000_0.3927
6496,47,43,4.0,15.0,m01_3037_-0.0000_0.1963
6497,54,43,4.0,15.0,m01_3038_-0.0000_-0.0000
6498,61,43,4.0,15.0,m01_3039_-0.0000_-0.1963
6499,65,37,5.0,15.0,m01_303_-0.3927_-0.1963
6500,67,43,4.0,14.0,m01_3040_-0.0000_-0.3927
6501,73,44,4.0,12.0,m01_3041_-0.0000_-0.5890
6502,48,50,4.0,16.0,m01_3046_-0.1963_0.1963
6503,54,50,4.0,15.0,m01_3047_-0.1963_-0.0000
6504,61,50,6.0,16.0,m01_3048_-0.1963_-0.1963
6505,67,50,4.0,15.0,m01_3049_-0.1963_-0.3927
6506,73,49,5.0,12.0,m01_3050_-0.1963_-0.5890
6507,45,26,3.0,15.0,m01_3090_0.5890_0.3927
6508,51,25,4.0,14.0,m01_3091_0.5890_0.1963
6509,58,24,4.0,16.0,m01_3092_0.5890_-0.0000
6510,65,25,5.0,15.0,m01_3093_0.5890_-0.1963
6511,72,26,6.0,14.0,m01_3094_0.5890_-0.3927
6512,45,31,3.0,15.0,m01_3099_0.3927_0.3927
6513,51,31,4.0,15.0,m01_3100_0.3927_0.1963
6514,58,30,3.0,15.0,m01_3101_0.3927_-0.0000
6515,65,30,5.0,15.0,m01_3102_0.3927_-0.1963
6516,72,31,6.0,14.0,m01_3103_0.3927_-0.3927
6517,45,37,3.0,15.0,m01_3108_0.1963_0.3927
6518,51,37,3.0,15.0,m01_3109_0.1963_0.1963
6519,51,43,4.0,15.0,m01_310_-0.5890_0.1963
6520,58,37,4.0,15.0,m01_3110_0.1963_-0.0000
6521,65,37,5.0,16.0,m01_3111_0.1963_-0.1963
6522,72,37,5.0,14.0,m01_3112_0.1963_-0.3927
6523,45,43,3.0,14.0,m01_3117_-0.0000_0.3927
6524,51,43,3.0,15.0,m01_3118_-0.0000_0.1963
6525,58,44,4.0,15.0,m01_3119_-0.0000_-0.0000
6526,65,44,6.0,16.0,m01_3120_-0.0000_-0.1963
6527,72,44,5.0,15.0,m01_3121_-0.0000_-0.3927
6528,51,50,4.0,15.0,m01_3127_-0.1963_0.1963
6529,58,50,5.0,16.0,m01_3128_-0.1963_-0.0000
6530,65,50,5.0,15.0,m01_3129_-0.1963_-0.1963
6531,65,43,5.0,15.0,m01_312_-0.5890_-0.1963
6532,72,50,6.0,15.0,m01_3130_-0.1963_-0.3927
6533,71,41,5.0,14.0,m01_313_-0.5890_-0.3927
6534,43,28,2.0,12.0,m01_3170_0.5890_0.5890
6535,49,26,3.0,14.0,m01_3171_0.5890_0.3927
6536,55,25,3.0,14.0,m01_3172_0.5890_0.1963
6537,62,24,4.0,15.0,m01_3173_0.5890_-0.0000
6538,69,25,5.0,16.0,m01_3174_0.5890_-0.1963
6539,43,33,3.0,13.0,m01_3179_0.3927_0.5890
6540,49,31,3.0,15.0,m01_3180_0.3927_0.3927
6541,56,31,5.0,16.0,m01_3181_0.3927_0.1963
6542,62,31,5.0,16.0,m01_3182_0.3927_-0.0000
6543,69,30,5.0,15.0,m01_3183_0.3927_-0.1963
6544,76,31,5.0,14.0,m01_3184_0.3927_-0.3927
6545,43,38,3.0,13.0,m01_3188_0.1963_0.5890
6546,49,37,3.0,14.0,m01_3189_0.1963_0.3927
6547,45,46,3.0,14.0,m01_318_-0.7854_0.3927
6548,55,37,3.0,15.0,m01_3190_0.1963_0.1963
6549,62,37,5.0,15.0,m01_3191_0.1963_-0.0000
6550,69,37,5.0,15.0,m01_3192_0.1963_-0.1963
6551,75,37,4.0,14.0,m01_3193_0.1963_-0.3927
6552,43,44,2.0,13.0,m01_3197_-0.0000_0.5890
6553,49,44,3.0,14.0,m01_3198_-0.0000_0.3927
6554,56,43,4.0,16.0,m01_3199_-0.0000_0.1963
6555,62,44,5.0,15.0,m01_3200_-0.0000_-0.0000
6556,69,43,3.0,15.0,m01_3201_-0.0000_-0.1963
6557,76,44,6.0,14.0,m01_3202_-0.0000_-0.3927
6558,49,50,3.0,15.0,m01_3207_-0.1963_0.3927
6559,56,50,4.0,16.0,m01_3208_-0.1963_0.1963
6560,62,50,4.0,16.0,m01_3209_-0.1963_-0.0000
6561,69,50,5.0,15.0,m01_3210_-0.1963_-0.1963
6562,47,28,2.0,13.0,m01_3251_0.5890_0.5890
6563,53,26,2.0,14.0,m01_3252_0.5890_0.3927
6564,59,25,3.0,15.0,m01_3253_0.5890_0.1963
6565,66,24,4.0,15.0,m01_3254_0.5890_-0.0000
6566,73,25,5.0,16.0,m01_3255_0.5890_-0.1963
6567,47,33,2.0,13.0,m01_3260_0.3927_0.5890
6568,53,31,3.0,14.0,m01_3261_0.3927_0.3927
6569,59,30,3.0,14.0,m01_3262_0.3927_0.1963
6570,66,30,3.0,15.0,m01_3263_0.3927_-0.0000
6571,73,30,4.0,16.0,m01_3264_0.3927_-0.1963
6572,47,38,2.0,12.0,m01_3269_0.1963_0.5890
6573,53,37,3.0,14.0,m01_3270_0.1963_0.3927
6574,59,37,4.0,15.0,m01_3271_0.1963_0.1963
6575,66,37,4.0,15.0,m01_3272_0.1963_-0.0000
6576,73,37,5.0,16.0,m01_3273_0.1963_-0.1963
6577,47,44,2.0,13.0,m01_3278_-0.0000_0.5890
6578,53,43,3.0,14.0,m01_3279_-0.0000_0.3927
6579,59,43,3.0,15.0,m01_3280_-0.0000_0.1963
6580,66,43,5.0,15.0,m01_3281_-0.0000_-0.0000
6581,73,43,4.0,15.0,m01_3282_-0.0000_-0.1963
6582,47,49,2.0,12.0,m01_3287_-0.1963_0.5890
6583,53,50,3.0,14.0,m01_3288_-0.1963_0.3927
6584,60,50,3.0,16.0,m01_3289_-0.1963_0.1963
6585,66,50,4.0,16.0,m01_3290_-0.1963_-0.0000
6586,46,26,1.0,10.0,m01_3322_0.7854_0.7854
6587,46,30,1.0,10.0,m01_3331_0.5890_0.7854
6588,51,27,2.0,12.0,m01_3332_0.5890_0.5890
6589,57,25,3.0,14.0,m01_3333_0.5890_0.3927
6590,63,24,2.0,15.0,m01_3334_0.5890_0.1963
6591,70,24,4.0,16.0,m01_3335_0.5890_-0.0000
6592,46,34,1.0,10.0,m01_3340_0.3927_0.7854
6593,51,32,3.0,12.0,m01_3341_0.3927_0.5890
6594,57,31,3.0,14.0,m01_3342_0.3927_0.3927
6595,63,30,4.0,15.0,m01_3343_0.3927_0.1963
6596,70,30,4.0,16.0,m01_3344_0.3927_-0.0000
6597,77,30,5.0,16.0,m01_3345_0.3927_-0.1963
6598,46,39,1.0,11.0,m01_3349_0.1963_0.7854
6599,51,38,2.0,12.0,m01_3350_0.1963_0.5890
6600,57,37,4.0,14.0,m01_3351_0.1963_0.3927
6601,63,37,4.0,15.0,m01_3352_0.1963_0.1963
6602,70,36,5.0,16.0,m01_3353_0.1963_-0.0000
6603,77,36,6.0,16.0,m01_3354_0.1963_-0.1963
6604,46,43,1.0,10.0,m01_3358_-0.0000_0.7854
6605,51,43,3.0,12.0,m01_3359_-0.0000_0.5890
6606,57,43,3.0,14.0,m01_3360_-0.0000_0.3927
6607,63,43,4.0,15.0,m01_3361_-0.0000_0.1963
6608,70,43,3.0,16.0,m01_3362_-0.0000_-0.0000
6609,46,48,1.0,10.0,m01_3367_-0.1963_0.7854
6610,51,49,2.0,12.0,m01_3368_-0.1963_0.5890
6611,57,49,3.0,14.0,m01_3369_-0.1963_0.3927
6612,63,50,3.0,15.0,m01_3370_-0.1963_0.1963
6613,53,23,4.0,15.0,m01_3408_0.7854_-0.1963
6614,60,24,6.0,15.0,m01_3409_0.7854_-0.3927
6615,65,27,4.0,12.0,m01_3410_0.7854_-0.5890
6616,71,30,6.0,10.0,m01_3411_0.7854_-0.7854
6617,47,27,5.0,16.0,m01_3416_0.5890_-0.0000
6618,53,28,5.0,15.0,m01_3417_0.5890_-0.1963
6619,60,29,6.0,14.0,m01_3418_0.5890_-0.3927
6620,66,31,5.0,12.0,m01_3419_0.5890_-0.5890
6621,71,34,4.0,10.0,m01_3420_0.5890_-0.7854
6622,40,33,4.0,16.0,m01_3424_0.3927_0.1963
6623,47,33,6.0,15.0,m01_3425_0.3927_-0.0000
6624,53,34,5.0,15.0,m01_3426_0.3927_-0.1963
6625,60,35,6.0,14.0,m01_3427_0.3927_-0.3927
6626,66,36,4.0,12.0,m01_3428_0.3927_-0.5890
6627,70,38,4.0,10.0,m01_3429_0.3927_-0.7854
6628,40,39,4.0,15.0,m01_3433_0.1963_0.1963
6629,47,40,5.0,16.0,m01_3434_0.1963_-0.0000
6630,53,40,5.0,14.0,m01_3435_0.1963_-0.1963
6631,60,40,5.0,14.0,m01_3436_0.1963_-0.3927
6632,65,41,5.0,12.0,m01_3437_0.1963_-0.5890
6633,71,42,5.0,10.0,m01_3438_0.1963_-0.7854
6634,53,46,4.0,14.0,m01_3444_-0.0000_-0.1963
6635,60,47,5.0,14.0,m01_3445_-0.0000_-0.3927
6636,66,47,6.0,13.0,m01_3446_-0.0000_-0.5890
6637,71,47,4.0,10.0,m01_3447_-0.0000_-0.7854
6638,71,52,5.0,11.0,m01_3456_-0.1963_-0.7854
6639,43,23,3.0,15.0,m01_3487_0.7854_0.1963
6640,57,23,5.0,15.0,m01_3489_0.7854_-0.1963
6641,63,25,4.0,14.0,m01_3490_0.7854_-0.3927
6642,69,27,4.0,13.0,m01_3491_0.7854_-0.5890
6643,44,28,5.0,16.0,m01_3496_0.5890_0.1963
6644,50,28,4.0,15.0,m01_3497_0.5890_-0.0000
6645,57,29,4.0,15.0,m01_3498_0.5890_-0.1963
6646,64,30,6.0,14.0,m01_3499_0.5890_-0.3927
6647,69,31,4.0,12.0,m01_3500_0.5890_-0.5890
6648,44,34,5.0,16.0,m01_3505_0.3927_0.1963
6649,50,34,4.0,15.0,m01_3506_0.3927_-0.0000
6650,57,34,4.0,15.0,m01_3507_0.3927_-0.1963
6651,64,35,6.0,15.0,m01_3508_0.3927_-0.3927
6652,69,36,5.0,12.0,m01_3509_0.3927_-0.5890
6653,44,40,5.0,16.0,m01_3514_0.1963_0.1963
6654,50,40,4.0,15.0,m01_3515_0.1963_-0.0000
6655,57,40,5.0,15.0,m01_3516_0.1963_-0.1963
6656,64,41,6.0,15.0,m01_3517_0.1963_-0.3927
6657,69,42,4.0,12.0,m01_3518_0.1963_-0.5890
6658,51,47,5.0,16.0,m01_3524_-0.0000_-0.0000
6659,57,47,4.0,15.0,m01_3525_-0.0000_-0.1963
6660,63,47,4.0,13.0,m01_3526_-0.0000_-0.3927
6661,69,47,5.0,12.0,m01_3527_-0.0000_-0.5890
6662,48,24,5.0,16.0,m01_3568_0.7854_0.1963
6663,61,23,5.0,14.0,m01_3570_0.7854_-0.1963
6664,67,25,4.0,13.0,m01_3571_0.7854_-0.3927
6665,73,28,4.0,12.0,m01_3572_0.7854_-0.5890
6666,41,30,4.0,15.0,m01_3576_0.5890_0.3927
6667,47,29,4.0,15.0,m01_3577_0.5890_0.1963
6668,54,29,4.0,16.0,m01_3578_0.5890_-0.0000
6669,61,29,4.0,15.0,m01_3579_0.5890_-0.1963
6670,68,30,6.0,14.0,m01_3580_0.5890_-0.3927
6671,73,32,4.0,12.0,m01_3581_0.5890_-0.5890
6672,41,35,3.0,15.0,m01_3585_0.3927_0.3927
6673,47,34,4.0,15.0,m01_3586_0.3927_0.1963
6674,54,34,4.0,16.0,m01_3587_0.3927_-0.0000
6675,61,34,4.0,15.0,m01_3588_0.3927_-0.1963
6676,68,35,5.0,14.0,m01_3589_0.3927_-0.3927
6677,73,37,5.0,13.0,m01_3590_0.3927_-0.5890
6678,41,41,2.0,14.0,m01_3594_0.1963_0.3927
6679,47,40,3.0,15.0,m01_3595_0.1963_0.1963
6680,54,41,4.0,15.0,m01_3596_0.1963_-0.0000
6681,61,41,5.0,16.0,m01_3597_0.1963_-0.1963
6682,68,41,6.0,14.0,m01_3598_0.1963_-0.3927
6683,73,42,4.0,12.0,m01_3599_0.1963_-0.5890
6684,48,47,4.0,16.0,m01_3604_-0.0000_0.1963
6685,54,47,5.0,15.0,m01_3605_-0.0000_-0.0000
6686,61,47,5.0,15.0,m01_3606_-0.0000_-0.1963
6687,68,47,5.0,15.0,m01_3607_-0.0000_-0.3927
6688,73,47,4.0,12.0,m01_3608_-0.0000_-0.5890
6689,49,24,3.0,14.0,m01_363_-0.0000_0.3927
6690,45,25,4.0,15.0,m01_3648_0.7854_0.3927
6691,52,24,5.0,15.0,m01_3649_0.7854_0.1963
6692,55,24,3.0,15.0,m01_364_-0.0000_0.1963
6693,65,24,5.0,15.0,m01_3651_0.7854_-0.1963
6694,71,25,5.0,14.0,m01_3652_0.7854_-0.3927
6695,45,30,3.0,14.0,m01_3657_0.5890_0.3927
6696,52,29,5.0,16.0,m01_3658_0.5890_0.1963
6697,58,28,5.0,15.0,m01_3659_0.5890_-0.0000
6698,62,24,4.0,15.0,m01_365_-0.0000_-0.0000
6699,65,29,5.0,15.0,m01_3660_0.5890_-0.1963
6700,72,30,5.0,14.0,m01_3661_0.5890_-0.3927
6701,45,35,4.0,14.0,m01_3666_0.3927_0.3927
6702,52,35,4.0,16.0,m01_3667_0.3927_0.1963
6703,58,34,4.0,15.0,m01_3668_0.3927_-0.0000
6704,65,35,4.0,16.0,m01_3669_0.3927_-0.1963
6705,69,24,5.0,15.0,m01_366_-0.0000_-0.1963
6706,72,35,5.0,15.0,m01_3670_0.3927_-0.3927
6707,45,41,3.0,14.0,m01_3675_0.1963_0.3927
6708,51,41,3.0,15.0,m01_3676_0.1963_0.1963
6709,58,41,5.0,15.0,m01_3677_0.1963_-0.0000
6710,65,41,5.0,15.0,m01_3678_0.1963_-0.1963
6711,71,41,5.0,15.0,m01_3679_0.1963_-0.3927
6712,45,48,3.0,14.0,m01_3684_-0.0000_0.3927
6713,52,48,5.0,17.0,m01_3685_-0.0000_0.1963
6714,58,47,3.0,15.0,m01_3686_-0.0000_-0.0000
6715,65,47,4.0,15.0,m01_3687_-0.0000_-0.1963
6716,72,48,5.0,15.0,m01_3688_-0.0000_-0.3927
6717,43,29,2.0,13.0,m01_371_-0.1963_0.5890
6718,44,28,2.0,14.0,m01_3728_0.7854_0.5890
6719,49,25,3.0,14.0,m01_3729_0.7854_0.3927
6720,49,30,3.0,14.0,m01_372_-0.1963_0.3927
6721,55,24,4.0,15.0,m01_3730_0.7854_0.1963
6722,69,24,5.0,15.0,m01_3732_0.7854_-0.1963
6723,75,25,5.0,15.0,m01_3733_0.7854_-0.3927
6724,43,32,2.0,12.0,m01_3737_0.5890_0.5890
6725,49,30,4.0,15.0,m01_3738_0.5890_0.3927
6726,55,29,4.0,15.0,m01_3739_0.5890_0.1963
6727,55,31,3.0,15.0,m01_373_-0.1963_0.1963
6728,62,28,4.0,15.0,m01_3740_0.5890_-0.0000
6729,69,29,5.0,16.0,m01_3741_0.5890_-0.1963
6730,76,30,6.0,15.0,m01_3742_0.5890_-0.3927
6731,43,37,2.0,13.0,m01_3746_0.3927_0.5890
6732,49,35,3.0,14.0,m01_3747_0.3927_0.3927
6733,56,34,4.0,16.0,m01_3748_0.3927_0.1963
6734,62,34,4.0,15.0,m01_3749_0.3927_-0.0000
6735,62,31,4.0,16.0,m01_374_-0.1963_-0.0000
6736,69,34,5.0,15.0,m01_3750_0.3927_-0.1963
6737,75,35,4.0,14.0,m01_3751_0.3927_-0.3927
6738,44,42,4.0,14.0,m01_3755_0.1963_0.5890
6739,49,41,3.0,15.0,m01_3756_0.1963_0.3927
6740,55,41,4.0,15.0,m01_3757_0.1963_0.1963
6741,62,41,4.0,16.0,m01_3758_0.1963_-0.0000
6742,69,41,3.0,16.0,m01_3759_0.1963_-0.1963
